Firm Name,Address,Nationality,Ineligible From, Ineligible Until,Notice Effective At EBRD,Originating Institution,Prohibited Practice
"Grupo Cesa Corporation Holdings S.A.","Centro Corporativo El Tobogan, Piso 9, 200 mts Norte y 100 mts Este del Periodico la Republica, Barrio Tournon, Costa Rica","Costa Rica","2020-07-28T12:00:59Z","2030-07-27T12:00:59Z","2020-12-16T12:00:59Z","Inter-American Development Bank Group","Collusive Practice"
"Grupo Feder S.A.","6a Avenida 'A' 13-24, Zona 9, Oficina 103 Torre Empresarial Canet Guatemala, Guatemala","Guatemala","2019-09-10T12:00:59Z","2024-09-09T12:00:59Z","2019-12-27T12:00:59Z","Inter-American Development Bank Group","Collusive Practice"
"Grupo Oligarry Panamá S.A.","Calle Murcia 1 13610 Campo de Criptana Ciudad Real Spain","Spain","2020-12-23T01:52:59Z","2029-12-22T01:52:59Z","2021-04-28T12:53:59Z","Inter-American Development Bank Group","Corrupt Practice"
"Grupo Oligarry, S.A.","Calle Murcia 1 13610 Campo de Criptana Ciudad Real Spain","Spain","2020-12-23T01:52:59Z","2029-12-22T01:52:59Z","2021-04-28T12:53:59Z","Inter-American Development Bank Group","Corrupt Practice"
"Guangdong Hulu Gravel Co., Ltd.","Room 302, Qingyun Shopping Mall Zhuxiang Qiaotou side South Street Guangning County Zhaoqing City People's Republic of China","People's Republic of China","2024-07-01T12:00:59Z","2025-05-31T12:00:59Z","2024-07-01T12:00:59Z","EBRD","Fraudulent Practice"
"Guangxi Heyuan Electric Power Development Co., Ltd.","Jiandan Donggan Village Chuanshan Town Huanjiang County People's Republic of China","People's Republic of China","2024-07-01T12:00:59Z","2025-05-31T12:00:59Z","2024-07-01T12:00:59Z","EBRD","Fraudulent Practice"
"Guangxi Hydraulic Machinery Co., Ltd.","No.1, Zhenshuigong Road Labao Town Liujiang County People's Republic of China","People's Republic of China","2024-07-01T12:00:59Z","2025-05-31T12:00:59Z","2024-07-01T12:00:59Z","EBRD","Fraudulent Practice"
"Guangxi Hydropower Engineering Bureau Construction Engineering Co., Ltd","No.1, Mingxiu East Road Xingning District Nanning People's Republic of China","People's Republic of China","2024-07-01T12:00:59Z","2025-05-31T12:00:59Z","2024-07-01T12:00:59Z","EBRD","Fraudulent Practice"
"Guangxi Power Construction Co., Ltd.","Office Building, No. 9 West Innovation West Road Nanning High-tech Zone People's Republic of China","People's Republic of China","2024-07-01T12:00:59Z","2025-05-31T12:00:59Z","2024-07-01T12:00:59Z","EBRD","Fraudulent Practice"
"Guangxi Power Installation Co., Ltd.","No.26, JianShe Road Liangqing District Nanning People's Republic of China","People's Republic of China","2024-07-01T12:00:59Z","2025-05-31T12:00:59Z","2024-07-01T12:00:59Z","EBRD","Fraudulent Practice"
"Guangxi Zhongshui Engineering and  Testing Co., Ltd.","1st and 8th Floors, Building 2 Guangxi Ruidong Technology Co., Ltd. Gaoxin 5th Road Nanning High-tech Industrial Zone Nanning People's Republic of China","People's Republic of China","2024-07-01T12:00:59Z","2025-05-31T12:00:59Z","2024-07-01T12:00:59Z","EBRD","Fraudulent Practice"
"Guangxi Zhongxinda Investment Co., Ltd.","No.63, Ganxu Street Ganxu Town Wuming District Nanning People's Republic of China","People's Republic of China","2024-07-01T12:00:59Z","2025-05-31T12:00:59Z","2024-07-01T12:00:59Z","EBRD","Fraudulent Practice"
"Guangzhou Gezhouba Construction Engineering Co., Ltd.","Room 102, No. 3-1, Lane 3 Park Street Hengli Town Nansha District Guangzhou People's Republic of China","People's Republic of China","2024-07-01T12:00:59Z","2025-05-31T12:00:59Z","2024-07-01T12:00:59Z","EBRD","Fraudulent Practice"
"Guazhou Lianyang New Energy Co., Ltd.","No.117, Yuanquan Street, Yuanquan Town Guazhou County Jiuquan City Gansu Province (3rd Floor, Agricultural Bank of China) People's Republic of China","People's Republic of China","2024-07-01T12:00:59Z","2025-05-31T12:00:59Z","2024-07-01T12:00:59Z","EBRD","Fraudulent Practice"
"Guizhou Tianze Construction Engineering Co., Ltd.","4-17, Building 24 Fanjingshan Eco-Agricultural Science Park and Tongren Yiwu Commodity City No 90 ,Guihua Avenue Renshan Street Wanshan Tongren City Guizhou Province Peoples Republic of China","Peoples Republic of China","2024-07-22T12:00:59Z","2027-07-22T12:00:59Z","2024-09-16T12:00:59Z","Asian Development Bank","Fraudulent practice"
"Guizhou Zhonghang South Machinery Construction Co., Ltd.","Unit 1, No. 33, Floor 13, Kaidi Mansion, 51 North Gongyuan Road, Yunyan District, Guiyang City Guizhou Province, China 550001","China",,Ongoing,"2022-07-07T10:57:59Z","World Bank Group","Fraudulent Practice"
"Guoji Construction Group Co., Ltd.","No. 26 Hanxiguan Street Building 38 # 401 Taiyuan City Shanxi Province, 030012 China","China",,Ongoing,"2021-01-28T09:26:59Z","World Bank Group","Fraudulent Practice"
"GÖKSIN INSAAT GIDA TURIZM BILISIM TÜKETIM MALLARI PAZARLAMA MADENCILIK VE PROJE MÜSAVIRLIK HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI ","Çali Mah.Ahiska Cad.No: 219/A Nilüfer/Bursa-Turkey 16110 Bursa Turkey","Turkey","2022-09-06T03:34:59Z","2025-01-18T04:34:59Z","2022-09-06T03:34:59Z","European Bank for Reconstruction and Development","Fraudulent Practice"
"HTC Construction and Advanced Technology Joint Stock Company","No. 30 BT1, X2 Bc Linh am Hoang Lit Ward Hoang Mai District Hanoi Vietnam Hoang Mai District Hanoi Vietnam","Vietnam","2023-10-17T12:00:59Z","2027-03-17T12:00:59Z","2023-11-27T12:00:59Z","World Bank Group","Fraudulent and Obstructive Practices"
"Ha Thanh Group Joint Stock Company","2nd Floor No. 475 Tran Khat Chan Thanh Nhan Ward Hai Ba Trung District Hanoi City Vietnam","Vietnam","2023-02-02T12:45:59Z","2028-03-01T12:45:59Z","2023-03-30T11:45:59Z","World Bank Group","Collusive Practice"
"Hainan Hengxin Juyuan International Trade Co., Ltd.","C 2601, Tower C (East Tower) Guorui Mansion Guoxing Avenue No. 11 Lantian Street Meilan District Haikou Hainan China","China","2024-01-30T01:00:59Z","2026-05-29T12:00:59Z","2024-03-11T12:00:59Z","World Bank Group","Fraudulent Practice"
"Hainan Qihui Supply Chain Management Co., Ltd.","Room 12, 5th Floor, Building C8839 Hainan Ecological Software Park South of the South First Ring Road Chengmai County Hainan Province Peoples Republic of China","Peoples Republic of China","2024-07-22T12:00:59Z","2027-07-22T12:00:59Z","2024-09-16T12:00:59Z","Asian Development Bank","Fraudulent practice"
"Haiyang Longhai Automobile Innovation Park Development Co., Ltd.","Xingcun Town Government Yard Haiyang City Yantai Shandong Province Peoples Republic of China","Peoples Republic of China","2024-07-22T12:00:59Z","2027-07-22T12:00:59Z","2024-09-16T12:00:59Z","Asian Development Bank","Fraudulent practice"
"HanoiTC Expert Joint Stock Company","4th Floor, Building 29T2, Hoang, Dao Thuy Street, Trung Hoa Ward, Cau Giay District, Hanoi, Vietnam No. 38 Kim Ma Street, Ba Dinh District, Hanoi, Vietnam","Vietnam",,Ongoing,"2022-07-07T11:05:59Z","World Bank Group","Fraudulent Practice"
"Hao, Zhiyong","via Druzhba Restaurant, 12 Aybek Street, Tashkent 100015, Mirabad District, Uzbekistan","China",,Indefinite,"2013-10-14T01:49:59Z","Asian Development Bank","Fraudulent Practice"
"Harjit Singh","904, Route Flynn Kemptville, Quebec, K0G 1J0, Canada","Canada",,Ongoing,"2021-04-28T11:59:59Z","World Bank Group","Fraudulent Practice"
"Harry Villalobos Tejada","Calle 64 No. 53-25 Locales 1 y 1 O Barranquilla Colombia","Colombia","2021-11-08T05:51:59Z","2035-11-07T05:51:59Z","2022-03-11T05:51:59Z","Inter-American Development Bank Group","Corrupt Practice"
"Hebei Construction Group
Corporation Limited Jinan Branch","23 / F, Block B, Huangtai Innovation Industrial Park No 10777, Xiaoqinghe North Road Tianqiao District Jinan City Shandong Province Peoples Republic of China","Peoples Republic of China","2024-07-22T12:00:59Z","2027-07-22T12:00:59Z","2024-09-16T12:00:59Z","Asian Development Bank","Fraudulent practice"
"Hebei Construction Group (Ningbo) Supply Chain Management Co., Ltd.","Room A1515-6, West Building No 111 Binhai South Road Daxie Development Zone Ningbo City Zhejiang Province Peoples Republic of China","Peoples Republic of China","2024-07-22T12:00:59Z","2027-07-22T12:00:59Z","2024-09-16T12:00:59Z","Asian Development Bank","Fraudulent practice"
"Hebei Construction Group Bingzheng Construction Engineering Co., Ltd.","No. 125, Lugang Road Jingxiu District Baoding City Hebei Province Peoples Republic of China","Peoples Republic of China","2024-07-22T12:00:59Z","2027-07-22T12:00:59Z","2024-09-16T12:00:59Z","Asian Development Bank","Fraudulent practice"
"Hebei Construction Group Corporation Limited","No. 125, Lugang Road Jingxiu District Baoding City Hebei Province Peoples Republic of China","Peoples Republic of China","2024-07-22T12:00:59Z","2027-07-22T12:00:59Z","2024-09-16T12:00:59Z","Asian Development Bank","Fraudulent practice"
"Hebei Construction Group Corporation Limited Airport Branch","Room 201, Unit 3, No 8, Lvyuan Community Qiaoshiying Town Helinger County Hohhot City Inner Mongolia Autonomous Region Peoples Republic of China","Peoples Republic of China","2024-07-22T12:00:59Z","2027-07-22T12:00:59Z","2024-09-16T12:00:59Z","Asian Development Bank","Fraudulent practice"
"Hebei Construction Group Corporation Limited Anguo Branch","109 shops, 1st Floor, Building 1 Chengguan Community South of Yaowei Roa d East of Yaoshi Street Anguo City Hebei Province Peoples Republic of China","Peoples Republic of China","2024-07-22T12:00:59Z","2027-07-22T12:00:59Z","2024-09-16T12:00:59Z","Asian Development Bank","Fraudulent practice"
"Hebei Construction Group Corporation Limited Anhui Branch","8F, Changhe Building No 677 West Changjiang Road High-tech Zone Hefei City Anhui Province Peoples Republic of China","Peoples Republic of China","2024-07-22T12:00:59Z","2027-07-22T12:00:59Z","2024-09-16T12:00:59Z","Asian Development Bank","Fraudulent practice"
"Hebei Construction Group Corporation Limited Anxin Branch","No 13, North Street Anxin Town Anxin County Baoding City Hebei Province Peoples Republic of China","Peoples Republic of China","2024-07-22T12:00:59Z","2027-07-22T12:00:59Z","2024-09-16T12:00:59Z","Asian Development Bank","Fraudulent practice"
"Hebei Construction Group Corporation Limited Architectural Design and Research Institute Branch","No 139, Wusi West Road Jingxiu District Baoding City Hebei Province Peoples Republic of China","Peoples Republic of China","2024-07-22T12:00:59Z","2027-07-22T12:00:59Z","2024-09-16T12:00:59Z","Asian Development Bank","Fraudulent practice"
"Hebei Construction Group Corporation Limited Baoding Baigou New City Branch","No F-33, Commercial street Fumin Road Aishangzonghecheng Community West of Jingbai Road Baigou Town Baigou New Town Baoding City Hebei Province Peoples Republic of China","Peoples Republic of China","2024-07-22T12:00:59Z","2027-07-22T12:00:59Z","2024-09-16T12:00:59Z","Asian Development Bank","Fraudulent practice"
"Hebei Construction Group Corporation Limited Baoding Highway and Maintenance Branch","No 48-1, Fuchang Road Jingxiu District Baoding City Hebei Province Peoples Republic of China","Peoples Republic of China","2024-07-22T12:00:59Z","2027-07-22T12:00:59Z","2024-09-16T12:00:59Z","Asian Development Bank","Fraudulent practice"
"Hebei Construction Group Corporation Limited Baoding Lianchi Branch","03-210, Building 2, Zone A Headquarters Center of 'Naes � Smart Sea' Industrial Park Fengqi Street Baoding Industrial Park Lianchi District Baoding City Hebei Province Peoples Republic of China","Peoples Republic of China","2024-07-22T12:00:59Z","2027-07-22T12:00:59Z","2024-09-16T12:00:59Z","Asian Development Bank","Fraudulent practice"
"Hebei Construction Group Corporation Limited Baoding Mancheng Branch","North Xinzhuang Village Mancheng Town Mancheng District Baoding City Peoples Republic of China","Peoples Republic of China","2024-07-22T12:00:59Z","2027-07-22T12:00:59Z","2024-09-16T12:00:59Z","Asian Development Bank","Fraudulent practice"
"Hebei Construction Group Corporation Limited Baoding Xushui District Branch","No 46, Building 3, Shangpin Community East side of Shengyuan Street Xushui District Baoding City Hebei Province Peoples Republic of China","Peoples Republic of China","2024-07-22T12:00:59Z","2027-07-22T12:00:59Z","2024-09-16T12:00:59Z","Asian Development Bank","Fraudulent practice"
"Hebei Construction Group Corporation Limited Baotou Branch","Room 104, Building 5, C Area Donghe District Baotou City Inner Mongolia Autonomous Region Peoples Republic of China","Peoples Republic of China","2024-07-22T12:00:59Z","2027-07-22T12:00:59Z","2024-09-16T12:00:59Z","Asian Development Bank","Fraudulent practice"
"Hebei Construction Group Corporation Limited Beidaihe Branch","No 72, Lianfeng Road Beidaihe District Qinhuangdao City Hebei Province Peoples Republic of China","Peoples Republic of China","2024-07-22T12:00:59Z","2027-07-22T12:00:59Z","2024-09-16T12:00:59Z","Asian Development Bank","Fraudulent practice"
"Hebei Construction Group Corporation Limited Beidaihe New District Branch","No 2-13 shops, Grape Ocean Manor Beidaihe New District Qinhuangdao City Hebei Province Peoples Republic of China","Peoples Republic of China","2024-07-22T12:00:59Z","2027-07-22T12:00:59Z","2024-09-16T12:00:59Z","Asian Development Bank","Fraudulent practice"
"Hebei Construction Group Corporation Limited Beijign Fangshan Branch","26 Meters South of Dayuan Village Qinglonghu Town Fangshan District Beijing Peoples Republic of China","Peoples Republic of China","2024-07-22T12:00:59Z","2027-07-22T12:00:59Z","2024-09-16T12:00:59Z","Asian Development Bank","Fraudulent practice"
"Hebei Construction Group Corporation Limited Beijing Airport Branch","Room 501, 5th Floor, No 2, Elisheng Commercial Building Tianzhu Town Shunyi District Beijing Peoples Republic of China","Peoples Republic of China","2024-07-22T12:00:59Z","2027-07-22T12:00:59Z","2024-09-16T12:00:59Z","Asian Development Bank","Fraudulent practice"
"Hebei Construction Group Corporation Limited Beijing Branch","Building 3, No.2 Jingyuan North Street Beijing Economic and Technological Development Zone Beijing Peoples Republic of China","Peoples Republic of China","2024-07-22T12:00:59Z","2027-07-22T12:00:59Z","2024-09-16T12:00:59Z","Asian Development Bank","Fraudulent practice"
"Hebei Construction Group Corporation Limited Beijing Fengtai Branch","No 2, Kandan Park Fengtai District Beijing Peoples Republic of China","Peoples Republic of China","2024-07-22T12:00:59Z","2027-07-22T12:00:59Z","2024-09-16T12:00:59Z","Asian Development Bank","Fraudulent practice"
"Hebei Construction Group Corporation Limited Beijing Niulanshan Branch","No 9-38, Fuqian Street Niulanshan Town Shunyi District Beijing Peoples Republic of China","Peoples Republic of China","2024-07-22T12:00:59Z","2027-07-22T12:00:59Z","2024-09-16T12:00:59Z","Asian Development Bank","Fraudulent practice"
"Hebei Construction Group Corporation Limited Beijing No 3 Branch","Room 2908, 2 / F, Building 15 No 55, Longhua Street Daxing District Beijing Peoples Republic of China","Peoples Republic of China","2024-07-22T12:00:59Z","2027-07-22T12:00:59Z","2024-09-16T12:00:59Z","Asian Development Bank","Fraudulent practice"
"Hebei Construction Group Corporation Limited Beijing No 4 Branch","B1-07, Building 3, No 1 Zhongguancun East Road Haidian District Beijing Peoples Republic of China","Peoples Republic of China","2024-07-22T12:00:59Z","2027-07-22T12:00:59Z","2024-09-16T12:00:59Z","Asian Development Bank","Fraudulent practice"
"Hebei Construction Group Corporation Limited Beijing No 5 Branch","Room 210-27, Dongshaoqu Town Government Office Building Miyun District Beijing Peoples Republic of China","Peoples Republic of China","2024-07-22T12:00:59Z","2027-07-22T12:00:59Z","2024-09-16T12:00:59Z","Asian Development Bank","Fraudulent practice"
"Hebei Construction Group Corporation Limited Beijing No 6 Branch","No. 2, Jingyuan North Street Beijing Economic and Technological Development Zone Beijing Peoples Republic of China","Peoples Republic of China","2024-07-22T12:00:59Z","2027-07-22T12:00:59Z","2024-09-16T12:00:59Z","Asian Development Bank","Fraudulent practice"
"Hebei Construction Group Corporation Limited Beijing No 7 Branch","No 18, Within Badaling Town Goverment Yanqing District Beijing Peoples Republic of China","Peoples Republic of China","2024-07-22T12:00:59Z","2027-07-22T12:00:59Z","2024-09-16T12:00:59Z","Asian Development Bank","Fraudulent practice"
"Hebei Construction Group Corporation Limited Beijing No 8 Branch","No. 2 Government Road Tongzhou Park Zhongguancun Science and Technology Park Tongzhou District Beijing Peoples Republic of China","Peoples Republic of China","2024-07-22T12:00:59Z","2027-07-22T12:00:59Z","2024-09-16T12:00:59Z","Asian Development Bank","Fraudulent practice"
"Hebei Construction Group Corporation Limited Beijing No 9 Branch","No 2, Airport East Road National Business District Shunyi District Beijing Peoples Republic of China","Peoples Republic of China","2024-07-22T12:00:59Z","2027-07-22T12:00:59Z","2024-09-16T12:00:59Z","Asian Development Bank","Fraudulent practice"
"Hebei Construction Group Corporation Limited Beijing Shunyi Branch","Room B-275, No 1, Shunli Avenue Nanfaxin Town Shunyi District Beijing Peoples Republic of China","Peoples Republic of China","2024-07-22T12:00:59Z","2027-07-22T12:00:59Z","2024-09-16T12:00:59Z","Asian Development Bank","Fraudulent practice"
"Hebei Construction Group Corporation Limited Binzhou Branch","Room 172, Building 16 Xueyuan Garden Community South of Huanghe 8th Road and West of Bohai 11th Road Bincheng District Binzhou City Shandong Province Peoples Republic of China","Peoples Republic of China","2024-07-22T12:00:59Z","2027-07-22T12:00:59Z","2024-09-16T12:00:59Z","Asian Development Bank","Fraudulent practice"
